A5	0.06557377049180328
AB	0.00819672131147541
AD	0.00819672131147541
AG	0.01639344262295082
C 	0.01675977653631285
BC	0.017543859649122806
Ac	0.02459016393442623
Ad	0.00819672131147541
Af	0.09836065573770492
C(	0.002793296089385475
Ag	0.040983606557377046
Ah	0.00819672131147541
Ai	0.00819672131147541
C,	0.00558659217877095
Al	0.14754098360655737
C.	0.008379888268156424
Am	0.05737704918032787
An	0.09836065573770492
Ap	0.03278688524590164
Ar	0.09016393442622951
As	0.14754098360655737
C5	0.0223463687150838
At	0.02459016393442623
Au	0.04918032786885246
Az	0.00819672131147541
Ba	0.12280701754385964
CE	0.025139664804469275
Be	0.38596491228070173
D)	0.047619047619047616
Bl	0.017543859649122806
CO	0.036312849162011177
Bo	0.03508771929824561
Br	0.10526315789473684
CS	0.002793296089385475
Bu	0.21052631578947367
By	0.10526315789473684
E 	0.024390243902439025
Ca	0.008379888268156424
DE	0.09523809523809523
Ce	0.0111731843575419
Ch	0.002793296089385475
Ci	0.002793296089385475
E-	0.016260162601626018
Cl	0.002793296089385475
Co	0.835195530726257
DP	0.16666666666666666
DR	0.047619047619047616
Cr	0.013966480446927373
Cu	0.002793296089385475
F 	0.015748031496062992
EA	0.008130081300813009
Da	0.047619047619047616
EC	0.032520325203252036
De	0.30952380952380953
Di	0.14285714285714285
EK	0.0040650406504065045
EL	0.0040650406504065045
EN	0.036585365853658534
Dr	0.023809523809523808
EU	0.08943089430894309
Du	0.09523809523809523
Ea	0.028455284552845527
Ec	0.032520325203252036
FF	0.007874015748031496
FH	0.007874015748031496
Ei	0.0040650406504065045
El	0.0040650406504065045
Em	0.02032520325203252
En	0.012195121951219513
Eq	0.0040650406504065045
Er	0.012195121951219513
Es	0.008130081300813009
Eu	0.6138211382113821
Ev	0.04065040650406504
Ex	0.0040650406504065045
H 	0.016129032258064516
GD	0.09722222222222222
Fe	0.06299212598425197
GF	0.027777777777777776
GG	0.027777777777777776
Fi	0.2125984251968504
Fl	0.015748031496062992
GO	0.013888888888888888
Fo	0.09448818897637795
Fr	0.11811023622047244
Fu	0.4645669291338583
I 	0.7317596566523605
Ge	0.08333333333333333
Gi	0.027777777777777776
Go	0.06944444444444445
Gr	0.6111111111111112
Gu	0.041666666666666664
Ha	0.06451612903225806
He	0.11290322580645161
II	0.004291845493562232
Hi	0.016129032258064516
Ho	0.7419354838709677
Dí	0.023809523809523808
IS	0.002145922746781116
K 	0.09523809523809523
If	0.027896995708154508
K(	0.047619047619047616
In	0.12660944206008584
Is	0.004291845493562232
It	0.10300429184549356
Ja	0.4666666666666667
Ji	0.06666666666666667
Jo	0.06666666666666667
Ju	0.4
LD	0.037037037037037035
Ke	0.047619047619047616
M(	0.01524390243902439
Ki	0.09523809523809523
Ko	0.6666666666666666
Ku	0.047619047619047616
N 	0.08571428571428572
La	0.4444444444444444
ME	0.006097560975609756
Le	0.25925925925925924
N'	0.02857142857142857
N)	0.02857142857142857
Hä	0.04838709677419355
Li	0.037037037037037035
N,	0.11428571428571428
Lo	0.07407407407407407
Lu	0.037037037037037035
Ly	0.07407407407407407
O 	0.017241379310344827
Ma	0.125
Mc	0.006097560975609756
Me	0.20121951219512196
NG	0.02857142857142857
Mi	0.03353658536585366
Mo	0.036585365853658534
Mr	0.5487804878048781
My	0.027439024390243903
P 	0.022222222222222223
Na	0.02857142857142857
OD	0.034482758620689655
Ne	0.17142857142857143
Ni	0.05714285714285714
OM	0.08620689655172414
P.	0.003703703703703704
No	0.45714285714285713
OS	0.10344827586206896
Ob	0.3275862068965517
Oc	0.017241379310344827
PE	0.018518518518518517
Of	0.034482758620689655
On	0.1896551724137931
PP	0.018518518518518517
PS	0.003703703703703704
Or	0.017241379310344827
Os	0.017241379310344827
Ou	0.1206896551724138
Ov	0.034482758620689655
R 	0.02040816326530612
Pa	0.37037037037037035
Pe	0.014814814814814815
Lä	0.037037037037037035
R,	0.02040816326530612
Pl	0.014814814814814815
Po	0.06666666666666667
Pr	0.45925925925925926
Pu	0.007407407407407408
S 	0.004878048780487805
S)	0.02926829268292683
Qu	1.0
Ra	0.08163265306122448
SC	0.004878048780487805
SE	0.01951219512195122
Re	0.6326530612244898
Ri	0.02040816326530612
SM	0.00975609756097561
SO	0.004878048780487805
Ro	0.061224489795918366
Ru	0.16326530612244897
U 	0.1935483870967742
Sa	0.014634146341463415
Sc	0.1073170731707317
Se	0.08780487804878048
Sh	0.014634146341463415
Si	0.00975609756097561
U,	0.010752688172043012
U.	0.03225806451612903
Sm	0.004878048780487805
So	0.15121951219512195
Sp	0.004878048780487805
Sr	0.01951219512195122
St	0.44878048780487806
Su	0.03902439024390244
Sw	0.01951219512195122
Ta	0.010135135135135136
Te	0.010135135135135136
Th	0.847972972972973
UK	0.021505376344086023
To	0.05067567567567568
Tr	0.06418918918918919
US	0.010752688172043012
Tu	0.013513513513513514
Tw	0.0033783783783783786
VI	0.09090909090909091
Un	0.7311827956989247
Va	0.2727272727272727
Ve	0.2727272727272727
Vi	0.36363636363636365
Wa	0.07751937984496124
We	0.6124031007751938
Sá	0.004878048780487805
Wh	0.23255813953488372
Wi	0.015503875968992248
Wo	0.023255813953488372
Wu	0.031007751937984496
XV	0.5
XX	0.5
Wy	0.007751937984496124
Ye	0.15384615384615385
Yo	0.8461538461538461
[C	0.7142857142857143
Zi	1.0
[S	0.2857142857142857
] 	0.14285714285714285
].	0.5714285714285714
];	0.2857142857142857
ál	0.3333333333333333
án	0.6666666666666666
a 	0.04860885568907654
a'	1.0826025765941322E-4
a)	2.1652051531882645E-4
a,	0.0010826025765941322
a.	0.001840424380210025
b 	0.003903708523096942
 "	2.3823704586063132E-4
 '	3.970617431010522E-5
b)	0.0013012361743656475
 (	3.5735556879094697E-4
än	1.0
b.	0.0013012361743656475
 -	0.0036529680365296802
 .	1.1911852293031566E-4
 1	0.0032956124677387334
 2	0.0020647210641254717
 3	1.985308715505261E-4
 4	1.985308715505261E-4
 5	1.5882469724042087E-4
 6	7.941234862021044E-5
 7	7.941234862021044E-5
 8	3.5735556879094697E-4
 9	2.3823704586063132E-4
 :	3.970617431010522E-5
c 	0.0314192849404117
ab	0.018945545090397316
 A	0.0018264840182648401
ac	0.03431850167803399
 B	0.001469128449473893
ad	0.033344159359099276
 C	0.012507444907683145
 D	8.338296605122096E-4
ae	3.247807729782397E-4
 E	0.00821917808219178
af	0.009635162931687778
 F	0.0033353186420488385
ag	0.016672079679549638
c)	2.7085590465872155E-4
 G	0.002541195155846734
ah	1.0826025765941322E-4
ai	0.027714625960809786
 H	0.0014294222751637879
 I	0.009291244788564622
aj	0.001840424380210025
c,	5.417118093174431E-4
ak	0.018945545090397316
 J	5.161802660313679E-4
al	0.12168452960918047
 K	6.750049632717887E-4
c.	0.0016251354279523294
am	0.04103063765291761
 L	4.7647409172126264E-4
an	0.1832846162173866
 M	0.008536827476672622
 N	4.7647409172126264E-4
ao	1.0826025765941322E-4
ap	0.017538161740824943
 O	7.941234862021044E-4
 P	0.009410363311494937
ar	0.11020894229728266
 Q	1.1911852293031566E-4
as	0.08303561762476995
 R	0.0015088346237839983
at	0.16596297499188048
 S	0.006511812586857256
 T	0.0016676593210244192
au	0.010609505250622497
av	0.024683338746346217
 U	0.0026206075044669444
aw	0.0044386705640359425
 V	2.779432201707366E-4
 W	0.0011911852293031567
ax	0.0017321641225506116
ay	0.02186857204720147
 X	3.970617431010522E-5
 Z	3.970617431010522E-5
 [	1.985308715505261E-4
d 	0.4505176980496027
d!	2.4078979051288225E-4
" 	0.4166666666666667
ba	0.07742355237475602
cC	5.417118093174431E-4
 a	0.11018463371054199
 b	0.03490172721858249
be	0.4196486662329213
 c	0.038673813778042486
d'	2.4078979051288225E-4
 d	0.026325193567599763
 e	0.024022235457613658
d)	4.815795810257645E-4
 f	0.03188405797101449
bi	0.03057905009759271
 g	0.013103037522334724
 h	0.024617828072265237
bj	0.04033832140533507
d,	0.030339513604623163
 i	0.07329759777645424
d-	0.0024078979051288226
d.	0.01709607512641464
bl	0.13272608978529604
 j	0.0027794322017073653
 k	0.0020250148898153662
bm	0.00520494469746259
 l	0.017073654953345244
".	0.08333333333333333
 m	0.029104625769307127
bo	0.048145738451528954
 n	0.018423664879888824
 o	0.07274171133611276
 p	0.04455032757593806
br	0.028627195836044242
bs	0.03708523096942095
 q	0.002342664284296208
 r	0.03815763351201112
